z,d_M,d_L
0.71086,2466.763,4220.287
0.71087,2466.791,4220.359
0.71088,2466.819,4220.432
0.71089,2466.847,4220.504
0.7109,2466.875,4220.577
0.71091,2466.904,4220.65
0.71092,2466.932,4220.723
0.71093,2466.96,4220.795
0.71094,2466.988,4220.868
0.71095,2467.016,4220.94
0.71096,2467.044,4221.013
0.71097,2467.072,4221.086
0.71098,2467.1,4221.159
0.71099,2467.128,4221.231
0.711,2467.156,4221.304
0.71101,2467.184,4221.376
0.71102,2467.212,4221.449
0.71103,2467.24,4221.522
0.71104,2467.268,4221.595
0.71105,2467.296,4221.667
0.71106,2467.324,4221.74
0.71107,2467.353,4221.813
0.71108,2467.381,4221.885
0.71109,2467.408,4221.958
0.7111,2467.437,4222.031
0.71111,2467.465,4222.104
0.71112,2467.493,4222.176
0.71113,2467.521,4222.249
0.71114,2467.549,4222.321
0.71115,2467.577,4222.394
0.71116,2467.605,4222.467
0.71117,2467.633,4222.54
0.71118,2467.661,4222.612
0.71119,2467.689,4222.685
0.7112,2467.717,4222.757
0.71121,2467.745,4222.83
0.71122,2467.773,4222.903
0.71123,2467.801,4222.976
0.71124,2467.829,4223.048
0.71125,2467.857,4223.121
0.71126,2467.885,4223.194
0.71127,2467.914,4223.266
0.71128,2467.942,4223.339
0.71129,2467.969,4223.412
0.7113,2467.998,4223.484
0.71131,2468.026,4223.557
0.71132,2468.054,4223.63
0.71133,2468.082,4223.703
0.71134,2468.11,4223.775
0.71135,2468.138,4223.848
0.71136,2468.166,4223.92
0.71137,2468.194,4223.993
0.71138,2468.222,4224.066
0.71139,2468.25,4224.139
0.7114,2468.278,4224.211
0.71141,2468.306,4224.284
0.71142,2468.334,4224.356
0.71143,2468.362,4224.429
0.71144,2468.39,4224.502
0.71145,2468.418,4224.575
0.71146,2468.447,4224.647
0.71147,2468.474,4224.72
0.71148,2468.502,4224.792
0.71149,2468.531,4224.865
0.7115,2468.559,4224.938
0.71151,2468.587,4225.011
0.71152,2468.615,4225.083
0.71153,2468.643,4225.156
0.71154,2468.671,4225.229
0.71155,2468.699,4225.302
0.71156,2468.727,4225.374
0.71157,2468.755,4225.447
0.71158,2468.783,4225.52
0.71159,2468.811,4225.592
0.7116,2468.839,4225.665
0.71161,2468.867,4225.738
0.71162,2468.895,4225.811
0.71163,2468.923,4225.883
0.71164,2468.951,4225.956
0.71165,2468.979,4226.028
0.71166,2469.007,4226.101
0.71167,2469.035,4226.174
0.71168,2469.063,4226.247
0.71169,2469.092,4226.319
0.7117,2469.12,4226.392
0.71171,2469.147,4226.465
0.71172,2469.176,4226.537
0.71173,2469.204,4226.61
0.71174,2469.232,4226.683
0.71175,2469.26,4226.755
0.71176,2469.288,4226.828
0.71177,2469.316,4226.901
0.71178,2469.344,4226.974
0.71179,2469.372,4227.046
0.7118,2469.4,4227.119
0.71181,2469.428,4227.191
0.71182,2469.456,4227.264
0.71183,2469.484,4227.337
0.71184,2469.512,4227.41
0.71185,2469.54,4227.482
0.71186,2469.568,4227.555
0.71187,2469.596,4227.628
0.71188,2469.624,4227.701
0.71189,2469.652,4227.773
0.7119,2469.68,4227.846
0.71191,2469.708,4227.918
0.71192,2469.737,4227.991
0.71193,2469.764,4228.064
0.71194,2469.792,4228.137
0.71195,2469.821,4228.209
0.71196,2469.849,4228.282
0.71197,2469.877,4228.355
0.71198,2469.905,4228.427
0.71199,2469.933,4228.5
0.712,2469.961,4228.573
0.71201,2469.989,4228.646
0.71202,2470.017,4228.718
0.71203,2470.045,4228.791
0.71204,2470.073,4228.864
0.71205,2470.101,4228.937
0.71206,2470.129,4229.009
0.71207,2470.157,4229.082
0.71208,2470.185,4229.154
0.71209,2470.213,4229.227
0.7121,2470.241,4229.3
0.71211,2470.269,4229.373
0.71212,2470.297,4229.445
0.71213,2470.325,4229.518
0.71214,2470.353,4229.591
0.71215,2470.381,4229.664
0.71216,2470.409,4229.736
0.71217,2470.438,4229.809
0.71218,2470.465,4229.881
0.71219,2470.493,4229.954
0.7122,2470.521,4230.027
0.71221,2470.55,4230.1
0.71222,2470.578,4230.172
0.71223,2470.606,4230.245
0.71224,2470.634,4230.318
0.71225,2470.662,4230.391
0.71226,2470.69,4230.463
0.71227,2470.718,4230.536
0.71228,2470.746,4230.608
0.71229,2470.774,4230.681
0.7123,2470.802,4230.754
0.71231,2470.83,4230.827
0.71232,2470.858,4230.899
0.71233,2470.886,4230.972
0.71234,2470.914,4231.045
0.71235,2470.942,4231.118
0.71236,2470.97,4231.19
0.71237,2470.998,4231.263
0.71238,2471.026,4231.336
0.71239,2471.054,4231.408
0.7124,2471.082,4231.481
0.71241,2471.11,4231.554
0.71242,2471.138,4231.626
0.71243,2471.166,4231.699
0.71244,2471.194,4231.772
0.71245,2471.222,4231.845
0.71246,2471.25,4231.917
0.71247,2471.278,4231.99
0.71248,2471.306,4232.063
0.71249,2471.334,4232.136
0.7125,2471.363,4232.208
0.71251,2471.391,4232.281
0.71252,2471.418,4232.354
0.71253,2471.447,4232.426
0.71254,2471.475,4232.499
0.71255,2471.503,4232.572
0.71256,2471.531,4232.645
0.71257,2471.559,4232.717
0.71258,2471.587,4232.79
0.71259,2471.615,4232.863
0.7126,2471.643,4232.936
0.71261,2471.671,4233.008
0.71262,2471.699,4233.081
0.71263,2471.727,4233.154
0.71264,2471.755,4233.227
0.71265,2471.783,4233.299
0.71266,2471.811,4233.372
0.71267,2471.839,4233.444
0.71268,2471.867,4233.517
0.71269,2471.895,4233.59
0.7127,2471.923,4233.663
0.71271,2471.951,4233.735
0.71272,2471.979,4233.808
0.71273,2472.007,4233.881
0.71274,2472.035,4233.954
0.71275,2472.063,4234.026
0.71276,2472.091,4234.099
0.71277,2472.119,4234.172
0.71278,2472.147,4234.245
0.71279,2472.175,4234.317
0.7128,2472.203,4234.39
0.71281,2472.231,4234.462
0.71282,2472.259,4234.535
0.71283,2472.287,4234.608
0.71284,2472.315,4234.681
0.71285,2472.344,4234.753
0.71286,2472.372,4234.826
0.71287,2472.399,4234.899
0.71288,2472.427,4234.972
0.71289,2472.456,4235.044
0.7129,2472.484,4235.117
0.71291,2472.512,4235.19
0.71292,2472.54,4235.263
0.71293,2472.568,4235.335
0.71294,2472.596,4235.408
0.71295,2472.624,4235.481
0.71296,2472.652,4235.554
0.71297,2472.68,4235.626
0.71298,2472.708,4235.699
0.71299,2472.736,4235.771
0.713,2472.764,4235.844
0.71301,2472.792,4235.917
0.71302,2472.82,4235.99
0.71303,2472.848,4236.063
0.71304,2472.876,4236.135
0.71305,2472.904,4236.208
0.71306,2472.932,4236.281
0.71307,2472.96,4236.354
0.71308,2472.988,4236.426
0.71309,2473.016,4236.499
0.7131,2473.044,4236.572
0.71311,2473.072,4236.645
0.71312,2473.1,4236.717
0.71313,2473.128,4236.79
0.71314,2473.156,4236.863
0.71315,2473.184,4236.936
0.71316,2473.212,4237.008
0.71317,2473.24,4237.081
0.71318,2473.268,4237.154
0.71319,2473.296,4237.227
0.7132,2473.324,4237.299
0.71321,2473.352,4237.372
0.71322,2473.38,4237.444
0.71323,2473.408,4237.517
0.71324,2473.436,4237.59
0.71325,2473.464,4237.663
0.71326,2473.492,4237.735
0.71327,2473.52,4237.808
0.71328,2473.548,4237.881
0.71329,2473.576,4237.954
0.7133,2473.604,4238.026
0.71331,2473.632,4238.099
0.71332,2473.66,4238.172
0.71333,2473.688,4238.245
0.71334,2473.717,4238.317
0.71335,2473.744,4238.39
0.71336,2473.772,4238.463
0.71337,2473.801,4238.536
0.71338,2473.829,4238.608
0.71339,2473.856,4238.681
0.7134,2473.885,4238.754
0.71341,2473.913,4238.827
0.71342,2473.941,4238.899
0.71343,2473.969,4238.972
0.71344,2473.997,4239.045
0.71345,2474.025,4239.118
0.71346,2474.053,4239.19
0.71347,2474.081,4239.263
0.71348,2474.109,4239.336
0.71349,2474.137,4239.409
0.7135,2474.165,4239.481
0.71351,2474.193,4239.554
0.71352,2474.221,4239.627
0.71353,2474.249,4239.7
0.71354,2474.277,4239.772
0.71355,2474.305,4239.845
0.71356,2474.333,4239.917
0.71357,2474.361,4239.99
0.71358,2474.389,4240.063
0.71359,2474.417,4240.136
0.7136,2474.445,4240.208
0.71361,2474.473,4240.281
0.71362,2474.501,4240.354
0.71363,2474.529,4240.427
0.71364,2474.557,4240.5
0.71365,2474.585,4240.572
0.71366,2474.613,4240.645
0.71367,2474.641,4240.718
0.71368,2474.669,4240.791
0.71369,2474.697,4240.863
0.7137,2474.725,4240.936
0.71371,2474.753,4241.009
0.71372,2474.781,4241.082
0.71373,2474.809,4241.154
0.71374,2474.837,4241.227
0.71375,2474.865,4241.3
0.71376,2474.893,4241.373
0.71377,2474.921,4241.445
0.71378,2474.949,4241.518
0.71379,2474.977,4241.591
0.7138,2475.005,4241.664
0.71381,2475.033,4241.736
0.71382,2475.061,4241.809
0.71383,2475.089,4241.882
0.71384,2475.117,4241.955
0.71385,2475.145,4242.027
0.71386,2475.173,4242.1
0.71387,2475.201,4242.173
0.71388,2475.229,4242.246
0.71389,2475.257,4242.318
0.7139,2475.285,4242.391
0.71391,2475.313,4242.464
0.71392,2475.341,4242.537
0.71393,2475.369,4242.609
0.71394,2475.397,4242.682
0.71395,2475.425,4242.755
0.71396,2475.453,4242.828
0.71397,2475.481,4242.9
0.71398,2475.509,4242.973
0.71399,2475.537,4243.046
0.714,2475.565,4243.119
0.71401,2475.593,4243.191
0.71402,2475.621,4243.264
0.71403,2475.649,4243.337
0.71404,2475.677,4243.41
0.71405,2475.705,4243.482
0.71406,2475.733,4243.555
0.71407,2475.761,4243.628
0.71408,2475.789,4243.701
0.71409,2475.817,4243.773
0.7141,2475.845,4243.846
0.71411,2475.873,4243.919
0.71412,2475.901,4243.992
0.71413,2475.929,4244.064
0.71414,2475.957,4244.137
0.71415,2475.985,4244.21
0.71416,2476.013,4244.283
0.71417,2476.041,4244.355
0.71418,2476.069,4244.428
0.71419,2476.097,4244.501
0.7142,2476.125,4244.574
0.71421,2476.153,4244.646
0.71422,2476.181,4244.719
0.71423,2476.209,4244.792
0.71424,2476.237,4244.865
0.71425,2476.265,4244.938
0.71426,2476.293,4245.01
0.71427,2476.321,4245.083
0.71428,2476.349,4245.156
0.71429,2476.377,4245.229
0.7143,2476.405,4245.302
0.71431,2476.433,4245.375
0.71432,2476.461,4245.447
0.71433,2476.489,4245.52
0.71434,2476.517,4245.593
0.71435,2476.545,4245.666
0.71436,2476.573,4245.738
0.71437,2476.601,4245.811
0.71438,2476.629,4245.884
0.71439,2476.657,4245.957
0.7144,2476.685,4246.029
0.71441,2476.713,4246.102
0.71442,2476.741,4246.175
0.71443,2476.769,4246.248
0.71444,2476.797,4246.32
0.71445,2476.825,4246.393
0.71446,2476.853,4246.466
0.71447,2476.881,4246.539
0.71448,2476.909,4246.611
0.71449,2476.937,4246.684
0.7145,2476.965,4246.757
0.71451,2476.993,4246.83
0.71452,2477.021,4246.902
0.71453,2477.049,4246.975
0.71454,2477.077,4247.048
0.71455,2477.105,4247.121
0.71456,2477.133,4247.193
0.71457,2477.161,4247.266
0.71458,2477.189,4247.339
0.71459,2477.217,4247.412
0.7146,2477.245,4247.485
0.71461,2477.273,4247.558
0.71462,2477.301,4247.63
0.71463,2477.329,4247.703
0.71464,2477.357,4247.776
0.71465,2477.385,4247.849
0.71466,2477.413,4247.921
0.71467,2477.441,4247.994
0.71468,2477.469,4248.067
0.71469,2477.497,4248.14
0.7147,2477.525,4248.212
0.71471,2477.553,4248.285
0.71472,2477.581,4248.358
0.71473,2477.609,4248.431
0.71474,2477.637,4248.503
0.71475,2477.665,4248.576
0.71476,2477.693,4248.649
0.71477,2477.721,4248.722
0.71478,2477.749,4248.794
0.71479,2477.777,4248.867
0.7148,2477.805,4248.94
0.71481,2477.833,4249.013
0.71482,2477.861,4249.086
0.71483,2477.889,4249.159
0.71484,2477.917,4249.231
0.71485,2477.945,4249.304
0.71486,2477.973,4249.377
0.71487,2478.001,4249.45
0.71488,2478.029,4249.522
0.71489,2478.057,4249.595
0.7149,2478.085,4249.668
0.71491,2478.113,4249.741
0.71492,2478.141,4249.813
0.71493,2478.169,4249.886
0.71494,2478.197,4249.959
0.71495,2478.225,4250.032
0.71496,2478.253,4250.104
0.71497,2478.281,4250.177
0.71498,2478.309,4250.25
0.71499,2478.337,4250.323
0.715,2478.365,4250.396
0.71501,2478.393,4250.469
0.71502,2478.421,4250.542
0.71503,2478.449,4250.614
0.71504,2478.477,4250.687
0.71505,2478.505,4250.76
0.71506,2478.533,4250.833
0.71507,2478.561,4250.905
0.71508,2478.589,4250.978
0.71509,2478.617,4251.051
0.7151,2478.645,4251.124
0.71511,2478.673,4251.196
0.71512,2478.701,4251.269
0.71513,2478.729,4251.342
0.71514,2478.757,4251.415
0.71515,2478.785,4251.488
0.71516,2478.813,4251.561
0.71517,2478.841,4251.633
0.71518,2478.869,4251.706
0.71519,2478.897,4251.779
0.7152,2478.925,4251.852
0.71521,2478.953,4251.924
0.71522,2478.98,4251.997
0.71523,2479.009,4252.07
0.71524,2479.037,4252.143
0.71525,2479.064,4252.215
0.71526,2479.093,4252.288
0.71527,2479.121,4252.361
0.71528,2479.148,4252.434
0.71529,2479.177,4252.507
0.7153,2479.204,4252.58
0.71531,2479.232,4252.652
0.71532,2479.26,4252.725
0.71533,2479.288,4252.798
0.71534,2479.316,4252.871
0.71535,2479.344,4252.943
0.71536,2479.372,4253.016
0.71537,2479.4,4253.089
0.71538,2479.428,4253.162
0.71539,2479.456,4253.234
0.7154,2479.484,4253.307
0.71541,2479.512,4253.38
0.71542,2479.54,4253.453
0.71543,2479.568,4253.526
0.71544,2479.596,4253.599
0.71545,2479.624,4253.671
0.71546,2479.652,4253.744
0.71547,2479.68,4253.817
0.71548,2479.708,4253.89
0.71549,2479.736,4253.962
0.7155,2479.764,4254.035
0.71551,2479.792,4254.108
0.71552,2479.82,4254.181
0.71553,2479.848,4254.254
0.71554,2479.876,4254.327
0.71555,2479.904,4254.399
0.71556,2479.932,4254.472
0.71557,2479.96,4254.545
0.71558,2479.988,4254.618
0.71559,2480.016,4254.69
0.7156,2480.044,4254.763
0.71561,2480.072,4254.836
0.71562,2480.1,4254.909
0.71563,2480.128,4254.982
0.71564,2480.156,4255.055
0.71565,2480.184,4255.127
0.71566,2480.212,4255.2
0.71567,2480.24,4255.273
0.71568,2480.268,4255.346
0.71569,2480.296,4255.418
0.7157,2480.324,4255.491
0.71571,2480.352,4255.564
0.71572,2480.38,4255.637
0.71573,2480.408,4255.71
0.71574,2480.436,4255.783
0.71575,2480.464,4255.855
0.71576,2480.491,4255.928
0.71577,2480.52,4256.001
0.71578,2480.547,4256.074
0.71579,2480.575,4256.146
0.7158,2480.604,4256.219
0.71581,2480.631,4256.292
0.71582,2480.659,4256.365
0.71583,2480.687,4256.438
0.71584,2480.715,4256.511
0.71585,2480.743,4256.583
0.71586,2480.771,4256.656
0.71587,2480.799,4256.729
0.71588,2480.827,4256.802
0.71589,2480.855,4256.875
0.7159,2480.883,4256.947
0.71591,2480.911,4257.02
0.71592,2480.939,4257.093
0.71593,2480.967,4257.166
0.71594,2480.995,4257.239
0.71595,2481.023,4257.312
0.71596,2481.051,4257.384
0.71597,2481.079,4257.457
0.71598,2481.107,4257.53
0.71599,2481.135,4257.603
0.716,2481.163,4257.675
0.71601,2481.191,4257.749
0.71602,2481.219,4257.821
0.71603,2481.247,4257.894
0.71604,2481.275,4257.967
0.71605,2481.303,4258.04
0.71606,2481.331,4258.112
0.71607,2481.359,4258.185
0.71608,2481.387,4258.258
0.71609,2481.415,4258.331
0.7161,2481.443,4258.404
0.71611,2481.47,4258.477
0.71612,2481.499,4258.549
0.71613,2481.527,4258.622
0.71614,2481.554,4258.695
0.71615,2481.583,4258.768
0.71616,2481.61,4258.84
0.71617,2481.638,4258.914
0.71618,2481.666,4258.986
0.71619,2481.694,4259.059
0.7162,2481.722,4259.132
0.71621,2481.75,4259.205
0.71622,2481.778,4259.277
0.71623,2481.806,4259.35
0.71624,2481.834,4259.423
0.71625,2481.862,4259.496
0.71626,2481.89,4259.569
0.71627,2481.918,4259.642
0.71628,2481.946,4259.714
0.71629,2481.974,4259.787
0.7163,2482.002,4259.86
0.71631,2482.03,4259.933
0.71632,2482.058,4260.006
0.71633,2482.086,4260.079
0.71634,2482.114,4260.151
0.71635,2482.142,4260.224
0.71636,2482.17,4260.297
0.71637,2482.198,4260.37
0.71638,2482.226,4260.442
0.71639,2482.254,4260.515
0.7164,2482.282,4260.588
0.71641,2482.31,4260.661
0.71642,2482.338,4260.734
0.71643,2482.365,4260.807
0.71644,2482.394,4260.879
0.71645,2482.421,4260.952
0.71646,2482.449,4261.025
0.71647,2482.477,4261.098
0.71648,2482.505,4261.171
0.71649,2482.533,4261.244
0.7165,2482.561,4261.316
0.71651,2482.589,4261.389
0.71652,2482.617,4261.462
0.71653,2482.645,4261.535
0.71654,2482.673,4261.608
0.71655,2482.701,4261.681
0.71656,2482.729,4261.753
0.71657,2482.757,4261.826
0.71658,2482.785,4261.899
0.71659,2482.813,4261.972
0.7166,2482.841,4262.045
0.71661,2482.869,4262.118
0.71662,2482.897,4262.19
0.71663,2482.925,4262.263
0.71664,2482.953,4262.336
0.71665,2482.981,4262.409
0.71666,2483.009,4262.481
0.71667,2483.037,4262.555
0.71668,2483.065,4262.627
0.71669,2483.093,4262.7
0.7167,2483.121,4262.773
0.71671,2483.148,4262.846
0.71672,2483.177,4262.918
0.71673,2483.204,4262.992
0.71674,2483.232,4263.064
0.71675,2483.26,4263.137
0.71676,2483.288,4263.21
0.71677,2483.316,4263.283
0.71678,2483.344,4263.355
0.71679,2483.372,4263.428
0.7168,2483.4,4263.501
0.71681,2483.428,4263.574
0.71682,2483.456,4263.647
0.71683,2483.484,4263.72
0.71684,2483.512,4263.792
0.71685,2483.54,4263.865
0.71686,2483.568,4263.938
0.71687,2483.596,4264.011
0.71688,2483.624,4264.084
0.71689,2483.652,4264.157
0.7169,2483.68,4264.229
0.71691,2483.708,4264.302
0.71692,2483.736,4264.375
0.71693,2483.763,4264.448
0.71694,2483.792,4264.521
0.71695,2483.82,4264.594
0.71696,2483.847,4264.667
0.71697,2483.875,4264.739
0.71698,2483.903,4264.813
0.71699,2483.931,4264.885
0.717,2483.959,4264.958
0.71701,2483.987,4265.031
0.71702,2484.015,4265.104
0.71703,2484.043,4265.177
0.71704,2484.071,4265.25
0.71705,2484.099,4265.322
0.71706,2484.127,4265.395
0.71707,2484.155,4265.468
0.71708,2484.183,4265.541
0.71709,2484.211,4265.614
0.7171,2484.239,4265.687
0.71711,2484.267,4265.759
0.71712,2484.295,4265.832
0.71713,2484.323,4265.905
0.71714,2484.351,4265.978
0.71715,2484.379,4266.051
0.71716,2484.406,4266.124
0.71717,2484.435,4266.196
0.71718,2484.462,4266.269
0.71719,2484.49,4266.342
0.7172,2484.518,4266.415
0.71721,2484.546,4266.488
0.71722,2484.574,4266.561
0.71723,2484.602,4266.633
0.71724,2484.63,4266.706
0.71725,2484.658,4266.779
0.71726,2484.686,4266.852
0.71727,2484.714,4266.925
0.71728,2484.742,4266.998
0.71729,2484.77,4267.07
0.7173,2484.798,4267.143
0.71731,2484.826,4267.216
0.71732,2484.854,4267.289
0.71733,2484.882,4267.362
0.71734,2484.91,4267.435
0.71735,2484.938,4267.507
0.71736,2484.966,4267.581
0.71737,2484.993,4267.653
0.71738,2485.021,4267.726
0.71739,2485.049,4267.799
0.7174,2485.077,4267.872
0.71741,2485.105,4267.945
0.71742,2485.133,4268.018
0.71743,2485.161,4268.09
0.71744,2485.189,4268.163
0.71745,2485.217,4268.236
0.71746,2485.245,4268.309
0.71747,2485.273,4268.382
0.71748,2485.301,4268.455
0.71749,2485.329,4268.527
0.7175,2485.357,4268.6
0.71751,2485.385,4268.673
0.71752,2485.413,4268.746
0.71753,2485.441,4268.819
0.71754,2485.469,4268.892
0.71755,2485.497,4268.964
0.71756,2485.524,4269.038
0.71757,2485.552,4269.11
0.71758,2485.58,4269.183
0.71759,2485.608,4269.256
0.7176,2485.636,4269.329
0.71761,2485.664,4269.402
0.71762,2485.692,4269.475
0.71763,2485.72,4269.547
0.71764,2485.748,4269.62
0.71765,2485.776,4269.693
0.71766,2485.804,4269.766
0.71767,2485.832,4269.839
0.71768,2485.86,4269.912
0.71769,2485.888,4269.984
0.7177,2485.916,4270.057
0.71771,2485.944,4270.13
0.71772,2485.972,4270.203
0.71773,2486,4270.276
0.71774,2486.027,4270.349
0.71775,2486.055,4270.422
0.71776,2486.083,4270.495
0.71777,2486.111,4270.567
0.71778,2486.139,4270.64
0.71779,2486.167,4270.713
0.7178,2486.195,4270.786
0.71781,2486.223,4270.859
0.71782,2486.251,4270.932
0.71783,2486.279,4271.004
0.71784,2486.307,4271.078
0.71785,2486.335,4271.15
0.71786,2486.363,4271.223
0.71787,2486.391,4271.296
0.71788,2486.419,4271.369
0.71789,2486.447,4271.442
0.7179,2486.475,4271.515
0.71791,2486.502,4271.587
0.71792,2486.531,4271.66
0.71793,2486.558,4271.733
0.71794,2486.586,4271.806
0.71795,2486.614,4271.879
0.71796,2486.642,4271.952
0.71797,2486.67,4272.024
0.71798,2486.698,4272.098
0.71799,2486.726,4272.17
0.718,2486.754,4272.243
0.71801,2486.782,4272.316
0.71802,2486.81,4272.389
0.71803,2486.838,4272.462
0.71804,2486.866,4272.535
0.71805,2486.894,4272.607
0.71806,2486.922,4272.68
0.71807,2486.949,4272.753
0.71808,2486.977,4272.826
0.71809,2487.005,4272.899
0.7181,2487.033,4272.972
0.71811,2487.061,4273.045
0.71812,2487.089,4273.118
0.71813,2487.117,4273.19
0.71814,2487.145,4273.263
0.71815,2487.173,4273.336
0.71816,2487.201,4273.409
0.71817,2487.229,4273.482
0.71818,2487.257,4273.555
0.71819,2487.285,4273.628
0.7182,2487.313,4273.701
0.71821,2487.341,4273.773
0.71822,2487.368,4273.846
0.71823,2487.396,4273.919
0.71824,2487.424,4273.992
0.71825,2487.452,4274.065
0.71826,2487.48,4274.138
0.71827,2487.508,4274.21
0.71828,2487.536,4274.284
0.71829,2487.564,4274.356
0.7183,2487.592,4274.429
0.71831,2487.62,4274.502
0.71832,2487.648,4274.575
0.71833,2487.676,4274.648
0.71834,2487.704,4274.721
0.71835,2487.732,4274.793
0.71836,2487.76,4274.867
0.71837,2487.788,4274.939
0.71838,2487.815,4275.012
0.71839,2487.843,4275.085
0.7184,2487.871,4275.158
0.71841,2487.899,4275.231
0.71842,2487.927,4275.304
0.71843,2487.955,4275.376
0.71844,2487.983,4275.45
0.71845,2488.011,4275.522
0.71846,2488.039,4275.595
0.71847,2488.067,4275.668
0.71848,2488.095,4275.741
0.71849,2488.123,4275.814
0.7185,2488.151,4275.887
0.71851,2488.178,4275.96
0.71852,2488.207,4276.033
0.71853,2488.234,4276.105
0.71854,2488.262,4276.178
0.71855,2488.29,4276.251
0.71856,2488.318,4276.324
0.71857,2488.346,4276.397
0.71858,2488.374,4276.47
0.71859,2488.402,4276.543
0.7186,2488.43,4276.616
0.71861,2488.458,4276.688
0.71862,2488.486,4276.761
0.71863,2488.514,4276.834
0.71864,2488.542,4276.907
0.71865,2488.57,4276.98
0.71866,2488.597,4277.053
0.71867,2488.625,4277.126
0.71868,2488.653,4277.199
0.71869,2488.681,4277.271
0.7187,2488.709,4277.345
0.71871,2488.737,4277.417
0.71872,2488.765,4277.49
0.71873,2488.793,4277.563
0.71874,2488.821,4277.636
0.71875,2488.849,4277.709
0.71876,2488.877,4277.782
0.71877,2488.905,4277.854
0.71878,2488.933,4277.928
0.71879,2488.96,4278
0.7188,2488.989,4278.073
0.71881,2489.016,4278.146
0.71882,2489.044,4278.219
0.71883,2489.072,4278.292
0.71884,2489.1,4278.365
0.71885,2489.128,4278.438
0.71886,2489.156,4278.511
0.71887,2489.184,4278.583
0.71888,2489.212,4278.656
0.71889,2489.24,4278.729
0.7189,2489.268,4278.802
0.71891,2489.296,4278.875
0.71892,2489.323,4278.948
0.71893,2489.352,4279.021
0.71894,2489.379,4279.094
0.71895,2489.407,4279.167
0.71896,2489.435,4279.24
0.71897,2489.463,4279.313
0.71898,2489.491,4279.385
0.71899,2489.519,4279.458
0.719,2489.547,4279.531
0.71901,2489.575,4279.604
0.71902,2489.603,4279.677
0.71903,2489.631,4279.75
0.71904,2489.659,4279.823
0.71905,2489.687,4279.896
0.71906,2489.714,4279.969
0.71907,2489.742,4280.042
0.71908,2489.77,4280.114
0.71909,2489.798,4280.187
0.7191,2489.826,4280.26
0.71911,2489.854,4280.333
0.71912,2489.882,4280.406
0.71913,2489.91,4280.479
0.71914,2489.938,4280.552
0.71915,2489.966,4280.625
0.71916,2489.994,4280.697
0.71917,2490.021,4280.771
0.71918,2490.05,4280.843
0.71919,2490.077,4280.916
0.7192,2490.105,4280.989
0.71921,2490.133,4281.062
0.71922,2490.161,4281.135
0.71923,2490.189,4281.208
0.71924,2490.217,4281.281
0.71925,2490.245,4281.354
0.71926,2490.273,4281.426
0.71927,2490.301,4281.5
0.71928,2490.329,4281.572
0.71929,2490.357,4281.645
0.7193,2490.385,4281.718
0.71931,2490.412,4281.791
0.71932,2490.44,4281.864
0.71933,2490.468,4281.937
0.71934,2490.496,4282.01
0.71935,2490.524,4282.083
0.71936,2490.552,4282.155
0.71937,2490.58,4282.229
0.71938,2490.608,4282.301
0.71939,2490.636,4282.374
0.7194,2490.664,4282.447
0.71941,2490.692,4282.52
0.71942,2490.719,4282.593
0.71943,2490.747,4282.666
0.71944,2490.775,4282.739
0.71945,2490.803,4282.812
0.71946,2490.831,4282.884
0.71947,2490.859,4282.958
0.71948,2490.887,4283.03
0.71949,2490.915,4283.103
0.7195,2490.943,4283.176
0.71951,2490.971,4283.249
0.71952,2490.999,4283.322
0.71953,2491.027,4283.395
0.71954,2491.054,4283.468
0.71955,2491.082,4283.541
0.71956,2491.11,4283.614
0.71957,2491.138,4283.687
0.71958,2491.166,4283.759
0.71959,2491.194,4283.833
0.7196,2491.222,4283.905
0.71961,2491.25,4283.978
0.71962,2491.278,4284.051
0.71963,2491.306,4284.124
0.71964,2491.333,4284.197
0.71965,2491.362,4284.27
0.71966,2491.389,4284.343
0.71967,2491.417,4284.416
0.71968,2491.445,4284.488
0.71969,2491.473,4284.562
0.7197,2491.501,4284.634
0.71971,2491.529,4284.707
0.71972,2491.557,4284.78
0.71973,2491.585,4284.853
0.71974,2491.613,4284.926
0.71975,2491.641,4284.999
0.71976,2491.668,4285.072
0.71977,2491.696,4285.145
0.71978,2491.724,4285.218
0.71979,2491.752,4285.291
0.7198,2491.78,4285.363
0.71981,2491.808,4285.437
0.71982,2491.836,4285.509
0.71983,2491.864,4285.582
0.71984,2491.892,4285.655
0.71985,2491.92,4285.728
0.71986,2491.948,4285.801
0.71987,2491.976,4285.874
0.71988,2492.003,4285.947
0.71989,2492.031,4286.02
0.7199,2492.059,4286.093
0.71991,2492.087,4286.166
0.71992,2492.115,4286.238
0.71993,2492.143,4286.312
0.71994,2492.171,4286.384
0.71995,2492.199,4286.457
0.71996,2492.227,4286.53
0.71997,2492.255,4286.603
0.71998,2492.282,4286.676
0.71999,2492.31,4286.749
0.72,2492.338,4286.822
0.72001,2492.366,4286.895
0.72002,2492.394,4286.968
0.72003,2492.422,4287.041
0.72004,2492.45,4287.113
0.72005,2492.478,4287.187
0.72006,2492.506,4287.259
0.72007,2492.534,4287.332
0.72008,2492.562,4287.405
0.72009,2492.589,4287.478
0.7201,2492.617,4287.551
0.72011,2492.645,4287.624
0.72012,2492.673,4287.697
0.72013,2492.701,4287.77
0.72014,2492.729,4287.843
0.72015,2492.757,4287.916
0.72016,2492.785,4287.989
0.72017,2492.813,4288.062
0.72018,2492.841,4288.134
