z,d_M,d_L
0.00931,38.7259,39.08644
0.00932,38.76736,39.12868
0.00933,38.80883,39.17091
0.00934,38.85029,39.21315
0.00935,38.89175,39.25539
0.00936,38.93322,39.29763
0.00937,38.97468,39.33987
0.00938,39.01614,39.38211
0.00939,39.05761,39.42435
0.0094,39.09907,39.4666
0.00941,39.14053,39.50884
0.00942,39.18199,39.55109
0.00943,39.22345,39.59333
0.00944,39.26492,39.63557
0.00945,39.30637,39.67782
0.00946,39.34784,39.72007
0.00947,39.3893,39.76231
0.00948,39.43076,39.80456
0.00949,39.47222,39.84681
0.0095,39.51368,39.88906
0.00951,39.55514,39.93131
0.00952,39.5966,39.97356
0.00953,39.63806,40.01581
0.00954,39.67952,40.05806
0.00955,39.72098,40.10031
0.00956,39.76244,40.14256
0.00957,39.80389,40.18482
0.00958,39.84535,40.22707
0.00959,39.88681,40.26933
0.0096,39.92827,40.31158
0.00961,39.96973,40.35384
0.00962,40.01118,40.3961
0.00963,40.05264,40.43835
0.00964,40.0941,40.48061
0.00965,40.13556,40.52287
0.00966,40.17702,40.56512
0.00967,40.21847,40.60739
0.00968,40.25993,40.64965
0.00969,40.30139,40.69191
0.0097,40.34284,40.73417
0.00971,40.3843,40.77643
0.00972,40.42575,40.8187
0.00973,40.46721,40.86096
0.00974,40.50867,40.90322
0.00975,40.55012,40.94549
0.00976,40.59158,40.98775
0.00977,40.63303,41.03002
0.00978,40.67449,41.07228
0.00979,40.71594,41.11455
0.0098,40.7574,41.15682
0.00981,40.79885,41.19909
0.00982,40.84031,41.24136
0.00983,40.88176,41.28363
0.00984,40.92321,41.3259
0.00985,40.96467,41.36817
0.00986,41.00612,41.41044
0.00987,41.04758,41.45271
0.00988,41.08903,41.49499
0.00989,41.13048,41.53726
0.0099,41.17193,41.57954
0.00991,41.21339,41.62181
0.00992,41.25484,41.66409
0.00993,41.29629,41.70636
0.00994,41.33774,41.74864
0.00995,41.37919,41.79092
0.00996,41.42065,41.83319
0.00997,41.4621,41.87547
0.00998,41.50355,41.91776
0.00999,41.545,41.96003
0.01,41.58645,42.00232
0.01001,41.6279,42.0446
0.01002,41.66935,42.08688
0.01003,41.7108,42.12916
0.01004,41.75225,42.17144
0.01005,41.7937,42.21373
0.01006,41.83515,42.25601
0.01007,41.8766,42.2983
0.01008,41.91805,42.34058
0.01009,41.9595,42.38287
0.0101,42.00095,42.42516
0.01011,42.0424,42.46745
0.01012,42.08384,42.50974
0.01013,42.12529,42.55202
0.01014,42.16674,42.59431
0.01015,42.20819,42.6366
0.01016,42.24964,42.67889
0.01017,42.29108,42.72118
0.01018,42.33253,42.76348
0.01019,42.37398,42.80577
0.0102,42.41543,42.84806
0.01021,42.45687,42.89036
0.01022,42.49832,42.93265
0.01023,42.53977,42.97495
0.01024,42.58121,43.01725
0.01025,42.62266,43.05954
0.01026,42.6641,43.10184
0.01027,42.70555,43.14414
0.01028,42.747,43.18644
0.01029,42.78844,43.22874
0.0103,42.82989,43.27103
0.01031,42.87133,43.31334
0.01032,42.91278,43.35564
0.01033,42.95422,43.39794
0.01034,42.99567,43.44024
0.01035,43.03711,43.48254
0.01036,43.07855,43.52485
0.01037,43.12,43.56715
0.01038,43.16144,43.60946
0.01039,43.20288,43.65176
0.0104,43.24433,43.69407
0.01041,43.28577,43.73638
0.01042,43.32721,43.77868
0.01043,43.36866,43.82099
0.01044,43.4101,43.8633
0.01045,43.45154,43.90561
0.01046,43.49298,43.94792
0.01047,43.53443,43.99023
0.01048,43.57587,44.03254
0.01049,43.61731,44.07486
0.0105,43.65875,44.11717
0.01051,43.70019,44.15948
0.01052,43.74163,44.20179
0.01053,43.78307,44.24411
0.01054,43.82451,44.28643
0.01055,43.86596,44.32874
0.01056,43.90739,44.37106
0.01057,43.94883,44.41338
0.01058,43.99028,44.45569
0.01059,44.03172,44.49801
0.0106,44.07315,44.54033
0.01061,44.11459,44.58265
0.01062,44.15603,44.62497
0.01063,44.19747,44.66729
0.01064,44.23891,44.70961
0.01065,44.28035,44.75193
0.01066,44.32179,44.79426
0.01067,44.36322,44.83658
0.01068,44.40466,44.87891
0.01069,44.4461,44.92123
0.0107,44.48754,44.96355
0.01071,44.52898,45.00588
0.01072,44.57041,45.04821
0.01073,44.61185,45.09053
0.01074,44.65329,45.13286
0.01075,44.69473,45.17519
0.01076,44.73616,45.21752
0.01077,44.7776,45.25985
0.01078,44.81903,45.30218
0.01079,44.86047,45.34451
0.0108,44.90191,45.38684
0.01081,44.94334,45.42918
0.01082,44.98478,45.47151
0.01083,45.02621,45.51384
0.01084,45.06765,45.55618
0.01085,45.10908,45.59851
0.01086,45.15052,45.64085
0.01087,45.19195,45.68319
0.01088,45.23338,45.72552
0.01089,45.27482,45.76786
0.0109,45.31625,45.8102
0.01091,45.35769,45.85254
0.01092,45.39912,45.89488
0.01093,45.44055,45.93722
0.01094,45.48198,45.97956
0.01095,45.52342,46.0219
0.01096,45.56485,46.06424
0.01097,45.60628,46.10658
0.01098,45.64772,46.14893
0.01099,45.68915,46.19127
0.011,45.73058,46.23362
0.01101,45.77201,46.27596
0.01102,45.81344,46.31831
0.01103,45.85487,46.36065
0.01104,45.89631,46.403
0.01105,45.93774,46.44535
0.01106,45.97917,46.4877
0.01107,46.0206,46.53004
0.01108,46.06203,46.5724
0.01109,46.10346,46.61475
0.0111,46.14489,46.6571
0.01111,46.18632,46.69945
0.01112,46.22775,46.7418
0.01113,46.26918,46.78415
0.01114,46.31061,46.82651
0.01115,46.35204,46.86886
0.01116,46.39346,46.91122
0.01117,46.43489,46.95357
0.01118,46.47632,46.99593
0.01119,46.51775,47.03828
0.0112,46.55918,47.08064
0.01121,46.60061,47.123
0.01122,46.64204,47.16536
0.01123,46.68346,47.20772
0.01124,46.72489,47.25008
0.01125,46.76632,47.29244
0.01126,46.80774,47.3348
0.01127,46.84917,47.37716
0.01128,46.8906,47.41952
0.01129,46.93202,47.46189
0.0113,46.97345,47.50425
0.01131,47.01488,47.54662
0.01132,47.0563,47.58898
0.01133,47.09773,47.63134
0.01134,47.13915,47.67371
0.01135,47.18058,47.71608
0.01136,47.222,47.75845
0.01137,47.26343,47.80082
0.01138,47.30486,47.84318
0.01139,47.34628,47.88555
0.0114,47.3877,47.92792
0.01141,47.42913,47.97029
0.01142,47.47055,48.01266
0.01143,47.51197,48.05504
0.01144,47.5534,48.09741
0.01145,47.59482,48.13978
0.01146,47.63625,48.18216
0.01147,47.67767,48.22453
0.01148,47.71909,48.26691
0.01149,47.76051,48.30928
0.0115,47.80194,48.35166
0.01151,47.84336,48.39404
0.01152,47.88478,48.43641
0.01153,47.9262,48.47879
0.01154,47.96762,48.52117
0.01155,48.00904,48.56355
0.01156,48.05047,48.60593
0.01157,48.09189,48.64831
0.01158,48.13331,48.69069
0.01159,48.17473,48.73307
0.0116,48.21615,48.77546
0.01161,48.25757,48.81784
0.01162,48.29899,48.86023
0.01163,48.34041,48.90261
0.01164,48.38183,48.945
0.01165,48.42325,48.98738
0.01166,48.46467,49.02977
0.01167,48.50609,49.07216
0.01168,48.54751,49.11454
0.01169,48.58893,49.15693
0.0117,48.63035,49.19932
0.01171,48.67176,49.24171
0.01172,48.71318,49.2841
0.01173,48.7546,49.32649
0.01174,48.79602,49.36889
0.01175,48.83744,49.41128
0.01176,48.87886,49.45367
0.01177,48.92027,49.49606
0.01178,48.96169,49.53846
0.01179,49.00311,49.58085
0.0118,49.04453,49.62325
0.01181,49.08594,49.66565
0.01182,49.12736,49.70804
0.01183,49.16877,49.75044
0.01184,49.21019,49.79284
0.01185,49.25161,49.83524
0.01186,49.29302,49.87764
0.01187,49.33444,49.92004
0.01188,49.37585,49.96244
0.01189,49.41727,50.00484
0.0119,49.45868,50.04724
0.01191,49.5001,50.08965
0.01192,49.54151,50.13205
0.01193,49.58293,50.17445
0.01194,49.62434,50.21685
0.01195,49.66576,50.25926
0.01196,49.70717,50.30167
0.01197,49.74858,50.34407
0.01198,49.79,50.38648
0.01199,49.83141,50.42889
0.012,49.87282,50.47129
0.01201,49.91423,50.51371
0.01202,49.95565,50.55611
0.01203,49.99706,50.59853
0.01204,50.03847,50.64094
0.01205,50.07988,50.68335
0.01206,50.1213,50.72576
0.01207,50.16271,50.76817
0.01208,50.20412,50.81059
0.01209,50.24553,50.853
0.0121,50.28694,50.89541
0.01211,50.32835,50.93783
0.01212,50.36976,50.98025
0.01213,50.41117,51.02266
0.01214,50.45258,51.06508
0.01215,50.494,51.1075
0.01216,50.5354,51.14992
0.01217,50.57682,51.19233
0.01218,50.61823,51.23476
0.01219,50.65963,51.27718
0.0122,50.70104,51.3196
0.01221,50.74245,51.36202
0.01222,50.78386,51.40444
0.01223,50.82527,51.44687
0.01224,50.86668,51.48929
0.01225,50.90809,51.53171
0.01226,50.9495,51.57414
0.01227,50.99091,51.61656
0.01228,51.03231,51.65899
0.01229,51.07372,51.70142
0.0123,51.11513,51.74384
0.01231,51.15653,51.78627
0.01232,51.19794,51.8287
0.01233,51.23935,51.87113
0.01234,51.28075,51.91356
0.01235,51.32216,51.95599
0.01236,51.36357,51.99842
0.01237,51.40497,52.04085
0.01238,51.44638,52.08329
0.01239,51.48779,52.12572
0.0124,51.52919,52.16815
0.01241,51.57059,52.21059
0.01242,51.612,52.25302
0.01243,51.6534,52.29546
0.01244,51.69481,52.33789
0.01245,51.73621,52.38033
0.01246,51.77762,52.42277
0.01247,51.81902,52.46521
0.01248,51.86043,52.50764
0.01249,51.90183,52.55009
0.0125,51.94323,52.59253
0.01251,51.98464,52.63497
0.01252,52.02604,52.67741
0.01253,52.06744,52.71985
0.01254,52.10885,52.76229
0.01255,52.15025,52.80474
0.01256,52.19165,52.84718
0.01257,52.23306,52.88963
0.01258,52.27446,52.93207
0.01259,52.31586,52.97452
0.0126,52.35726,53.01696
0.01261,52.39866,53.05941
0.01262,52.44006,53.10186
0.01263,52.48146,53.14431
0.01264,52.52287,53.18676
0.01265,52.56427,53.22921
0.01266,52.60567,53.27166
0.01267,52.64707,53.31411
0.01268,52.68847,53.35656
0.01269,52.72987,53.39901
0.0127,52.77127,53.44146
0.01271,52.81267,53.48392
0.01272,52.85407,53.52637
0.01273,52.89547,53.56882
0.01274,52.93687,53.61128
0.01275,52.97826,53.65374
0.01276,53.01966,53.69619
0.01277,53.06106,53.73865
0.01278,53.10246,53.78111
0.01279,53.14386,53.82357
0.0128,53.18526,53.86603
0.01281,53.22665,53.90849
0.01282,53.26805,53.95095
0.01283,53.30945,53.99341
0.01284,53.35085,54.03587
0.01285,53.39224,54.07833
0.01286,53.43364,54.1208
0.01287,53.47504,54.16326
0.01288,53.51643,54.20573
0.01289,53.55783,54.24819
0.0129,53.59923,54.29066
0.01291,53.64062,54.33312
0.01292,53.68202,54.37559
0.01293,53.72341,54.41806
0.01294,53.76481,54.46053
0.01295,53.80621,54.50299
0.01296,53.8476,54.54546
0.01297,53.88899,54.58793
0.01298,53.93039,54.63041
0.01299,53.97178,54.67287
0.013,54.01318,54.71535
0.01301,54.05457,54.75782
0.01302,54.09596,54.80029
0.01303,54.13736,54.84277
0.01304,54.17875,54.88524
0.01305,54.22015,54.92772
0.01306,54.26154,54.9702
0.01307,54.30293,55.01267
0.01308,54.34432,55.05515
0.01309,54.38572,55.09763
0.0131,54.42711,55.1401
0.01311,54.4685,55.18258
0.01312,54.50989,55.22506
0.01313,54.55128,55.26754
0.01314,54.59267,55.31002
0.01315,54.63407,55.3525
0.01316,54.67546,55.39499
0.01317,54.71685,55.43747
0.01318,54.75824,55.47995
0.01319,54.79963,55.52244
0.0132,54.84102,55.56492
0.01321,54.88241,55.60741
0.01322,54.9238,55.64989
0.01323,54.96519,55.69238
0.01324,55.00658,55.73487
0.01325,55.04797,55.77736
0.01326,55.08936,55.81984
0.01327,55.13075,55.86234
0.01328,55.17214,55.90482
0.01329,55.21353,55.94732
0.0133,55.25491,55.9898
0.01331,55.2963,56.0323
0.01332,55.33769,56.07479
0.01333,55.37908,56.11728
0.01334,55.42047,56.15977
0.01335,55.46185,56.20227
0.01336,55.50324,56.24477
0.01337,55.54463,56.28726
0.01338,55.58602,56.32976
0.01339,55.6274,56.37225
0.0134,55.66879,56.41475
0.01341,55.71017,56.45725
0.01342,55.75156,56.49975
0.01343,55.79295,56.54225
0.01344,55.83434,56.58475
0.01345,55.87572,56.62725
0.01346,55.91711,56.66975
0.01347,55.95849,56.71225
0.01348,55.99987,56.75475
0.01349,56.04126,56.79726
0.0135,56.08265,56.83976
0.01351,56.12403,56.88227
0.01352,56.16542,56.92477
0.01353,56.2068,56.96728
0.01354,56.24818,57.00978
0.01355,56.28957,57.05229
0.01356,56.33095,57.0948
0.01357,56.37233,57.13731
0.01358,56.41372,57.17981
0.01359,56.4551,57.22232
0.0136,56.49648,57.26484
0.01361,56.53786,57.30735
0.01362,56.57925,57.34986
0.01363,56.62063,57.39237
0.01364,56.66201,57.43488
0.01365,56.7034,57.47739
0.01366,56.74478,57.51991
0.01367,56.78616,57.56242
0.01368,56.82754,57.60494
0.01369,56.86892,57.64745
0.0137,56.9103,57.68997
0.01371,56.95168,57.73249
0.01372,56.99306,57.77501
0.01373,57.03444,57.81753
0.01374,57.07582,57.86005
0.01375,57.1172,57.90257
0.01376,57.15858,57.94508
0.01377,57.19996,57.98761
0.01378,57.24134,58.03013
0.01379,57.28272,58.07265
0.0138,57.3241,58.11517
0.01381,57.36548,58.1577
0.01382,57.40686,58.20022
0.01383,57.44823,58.24274
0.01384,57.48962,58.28527
0.01385,57.53099,58.3278
0.01386,57.57237,58.37032
0.01387,57.61375,58.41285
0.01388,57.65512,58.45538
0.01389,57.6965,58.49791
0.0139,57.73788,58.54044
0.01391,57.77926,58.58297
0.01392,57.82063,58.6255
0.01393,57.86201,58.66803
0.01394,57.90339,58.71056
0.01395,57.94476,58.75309
0.01396,57.98614,58.79563
0.01397,58.02752,58.83816
0.01398,58.06889,58.8807
0.01399,58.11027,58.92323
0.014,58.15164,58.96577
0.01401,58.19302,59.0083
0.01402,58.23439,59.05084
0.01403,58.27577,59.09338
0.01404,58.31714,59.13591
0.01405,58.35852,59.17845
0.01406,58.39989,59.22099
0.01407,58.44127,59.26353
0.01408,58.48264,59.30607
0.01409,58.52401,59.34861
0.0141,58.56538,59.39116
0.01411,58.60676,59.4337
0.01412,58.64813,59.47624
0.01413,58.6895,59.51879
0.01414,58.73088,59.56133
0.01415,58.77225,59.60387
0.01416,58.81362,59.64642
0.01417,58.85499,59.68897
0.01418,58.89637,59.73152
0.01419,58.93774,59.77406
0.0142,58.97911,59.81661
0.01421,59.02048,59.85916
0.01422,59.06185,59.90171
0.01423,59.10322,59.94426
0.01424,59.14459,59.98681
0.01425,59.18596,60.02936
0.01426,59.22733,60.07191
0.01427,59.2687,60.11447
0.01428,59.31007,60.15702
0.01429,59.35144,60.19958
0.0143,59.39281,60.24213
0.01431,59.43418,60.28469
0.01432,59.47555,60.32724
0.01433,59.51692,60.3698
0.01434,59.55829,60.41236
0.01435,59.59966,60.45491
0.01436,59.64103,60.49747
0.01437,59.6824,60.54003
0.01438,59.72376,60.58259
0.01439,59.76513,60.62515
0.0144,59.8065,60.66771
0.01441,59.84787,60.71027
0.01442,59.88923,60.75284
0.01443,59.9306,60.7954
0.01444,59.97197,60.83796
0.01445,60.01334,60.88053
0.01446,60.0547,60.92309
0.01447,60.09607,60.96566
0.01448,60.13743,61.00822
0.01449,60.1788,61.05079
0.0145,60.22017,61.09336
0.01451,60.26153,61.13593
0.01452,60.3029,61.17849
0.01453,60.34426,61.22107
0.01454,60.38563,61.26363
0.01455,60.42699,61.30621
0.01456,60.46836,61.34878
0.01457,60.50972,61.39135
0.01458,60.55109,61.43392
0.01459,60.59245,61.47649
0.0146,60.63382,61.51907
0.01461,60.67518,61.56164
0.01462,60.71654,61.60422
0.01463,60.7579,61.64679
0.01464,60.79927,61.68937
0.01465,60.84063,61.73195
0.01466,60.88199,61.77452
0.01467,60.92336,61.8171
0.01468,60.96472,61.85968
0.01469,61.00608,61.90226
0.0147,61.04744,61.94484
0.01471,61.08881,61.98742
0.01472,61.13017,62.03
0.01473,61.17153,62.07259
0.01474,61.21289,62.11517
0.01475,61.25425,62.15775
0.01476,61.29561,62.20034
0.01477,61.33697,62.24292
0.01478,61.37833,62.2855
0.01479,61.41969,62.32809
0.0148,61.46106,62.37068
0.01481,61.50241,62.41327
0.01482,61.54377,62.45585
0.01483,61.58513,62.49844
0.01484,61.62649,62.54103
0.01485,61.66785,62.58362
0.01486,61.70921,62.62621
0.01487,61.75057,62.6688
0.01488,61.79193,62.71139
0.01489,61.83329,62.75398
0.0149,61.87465,62.79658
0.01491,61.916,62.83917
0.01492,61.95736,62.88176
0.01493,61.99872,62.92436
0.01494,62.04008,62.96695
0.01495,62.08143,63.00955
0.01496,62.12279,63.05215
0.01497,62.16415,63.09475
0.01498,62.20551,63.13734
0.01499,62.24686,63.17994
0.015,62.28822,63.22254
0.01501,62.32957,63.26514
0.01502,62.37093,63.30774
0.01503,62.41228,63.35034
0.01504,62.45364,63.39294
0.01505,62.495,63.43555
0.01506,62.53635,63.47815
0.01507,62.57771,63.52075
0.01508,62.61906,63.56336
0.01509,62.66042,63.60596
0.0151,62.70177,63.64857
0.01511,62.74313,63.69117
0.01512,62.78448,63.73378
0.01513,62.82583,63.77639
0.01514,62.86719,63.819
0.01515,62.90854,63.86161
0.01516,62.94989,63.90421
0.01517,62.99125,63.94682
0.01518,63.0326,63.98943
0.01519,63.07395,64.03204
0.0152,63.11531,64.07466
0.01521,63.15666,64.11727
0.01522,63.19801,64.15988
0.01523,63.23936,64.2025
0.01524,63.28071,64.24511
0.01525,63.32207,64.28773
0.01526,63.36342,64.33035
0.01527,63.40477,64.37296
0.01528,63.44612,64.41557
0.01529,63.48747,64.45819
0.0153,63.52882,64.50081
0.01531,63.57017,64.54343
0.01532,63.61152,64.58605
0.01533,63.65287,64.62867
0.01534,63.69422,64.6713
0.01535,63.73557,64.71391
0.01536,63.77692,64.75654
0.01537,63.81827,64.79916
0.01538,63.85962,64.84178
0.01539,63.90097,64.88441
0.0154,63.94232,64.92703
0.01541,63.98367,64.96966
0.01542,64.02502,65.01228
0.01543,64.06636,65.05491
0.01544,64.10771,65.09753
0.01545,64.14906,65.14016
0.01546,64.19041,65.18279
0.01547,64.23175,65.22542
0.01548,64.2731,65.26805
0.01549,64.31445,65.31068
0.0155,64.3558,65.35331
0.01551,64.39714,65.39594
0.01552,64.43849,65.43858
0.01553,64.47984,65.48121
0.01554,64.52118,65.52384
0.01555,64.56253,65.56647
0.01556,64.60387,65.60911
0.01557,64.64522,65.65175
0.01558,64.68656,65.69438
0.01559,64.72791,65.73701
0.0156,64.76926,65.77966
0.01561,64.8106,65.8223
0.01562,64.85194,65.86493
0.01563,64.89329,65.90757
0.01564,64.93463,65.95021
0.01565,64.97598,65.99285
0.01566,65.01732,66.03549
0.01567,65.05866,66.07813
0.01568,65.10001,66.12077
0.01569,65.14135,66.16342
0.0157,65.18269,66.20606
0.01571,65.22404,66.24871
0.01572,65.26538,66.29135
0.01573,65.30672,66.334
0.01574,65.34807,66.37664
0.01575,65.3894,66.41929
0.01576,65.43075,66.46194
0.01577,65.47209,66.50459
0.01578,65.51344,66.54723
0.01579,65.55477,66.58988
0.0158,65.59612,66.63254
0.01581,65.63746,66.67519
0.01582,65.67879,66.71783
0.01583,65.72014,66.76049
0.01584,65.76148,66.80314
0.01585,65.80282,66.84579
0.01586,65.84416,66.88845
0.01587,65.8855,66.9311
0.01588,65.92684,66.97375
0.01589,65.96818,67.01641
0.0159,66.00952,67.05907
0.01591,66.05086,67.10172
0.01592,66.09219,67.14439
0.01593,66.13354,67.18704
0.01594,66.17487,67.2297
0.01595,66.21621,67.27236
0.01596,66.25755,67.31502
0.01597,66.29889,67.35768
0.01598,66.34023,67.40034
0.01599,66.38156,67.44301
0.016,66.4229,67.48566
0.01601,66.46424,67.52833
0.01602,66.50558,67.57099
0.01603,66.54691,67.61366
0.01604,66.58825,67.65633
0.01605,66.62959,67.69899
0.01606,66.67092,67.74165
0.01607,66.71226,67.78432
0.01608,66.75359,67.82699
0.01609,66.79493,67.86966
0.0161,66.83627,67.91233
0.01611,66.8776,67.955
0.01612,66.91894,67.99767
0.01613,66.96027,68.04034
0.01614,67.00161,68.08302
0.01615,67.04294,68.12569
0.01616,67.08427,68.16836
0.01617,67.12561,68.21103
0.01618,67.16695,68.25371
0.01619,67.20827,68.29638
0.0162,67.24961,68.33906
0.01621,67.29095,68.38173
0.01622,67.33228,68.42441
0.01623,67.37361,68.46709
0.01624,67.41495,68.50977
0.01625,67.45628,68.55244
0.01626,67.49761,68.59512
0.01627,67.53894,68.6378
0.01628,67.58028,68.68048
0.01629,67.6216,68.72316
0.0163,67.66293,68.76585
0.01631,67.70427,68.80853
0.01632,67.7456,68.85121
0.01633,67.78693,68.89389
0.01634,67.82826,68.93658
0.01635,67.86959,68.97926
0.01636,67.91093,69.02195
0.01637,67.95226,69.06464
0.01638,67.99358,69.10732
0.01639,68.03491,69.15001
0.0164,68.07625,69.1927
0.01641,68.11758,69.23538
0.01642,68.15891,69.27808
0.01643,68.20023,69.32076
0.01644,68.24156,69.36346
0.01645,68.28289,69.40614
0.01646,68.32422,69.44884
0.01647,68.36555,69.49153
0.01648,68.40688,69.53423
0.01649,68.4482,69.57692
0.0165,68.48953,69.61961
0.01651,68.53086,69.66231
0.01652,68.57219,69.705
0.01653,68.61352,69.7477
0.01654,68.65485,69.7904
0.01655,68.69617,69.83309
0.01656,68.7375,69.87579
0.01657,68.77882,69.91849
0.01658,68.82015,69.96119
0.01659,68.86148,70.00389
0.0166,68.9028,70.04659
0.01661,68.94413,70.08929
0.01662,68.98546,70.132
0.01663,69.02678,70.1747
0.01664,69.06811,70.2174
0.01665,69.10943,70.2601
0.01666,69.15076,70.30281
0.01667,69.19208,70.34551
0.01668,69.23341,70.38822
0.01669,69.27473,70.43092
0.0167,69.31606,70.47363
0.01671,69.35738,70.51634
0.01672,69.3987,70.55905
0.01673,69.44003,70.60175
0.01674,69.48135,70.64447
0.01675,69.52267,70.68718
0.01676,69.564,70.72989
0.01677,69.60532,70.7726
0.01678,69.64664,70.81532
0.01679,69.68797,70.85802
0.0168,69.72929,70.90074
0.01681,69.77061,70.94345
0.01682,69.81193,70.98617
0.01683,69.85325,71.02888
0.01684,69.89457,71.07159
0.01685,69.9359,71.11431
0.01686,69.97722,71.15703
0.01687,70.01854,71.19975
0.01688,70.05986,71.24247
0.01689,70.10118,71.28519
0.0169,70.1425,71.3279
0.01691,70.18382,71.37063
0.01692,70.22514,71.41335
0.01693,70.26646,71.45607
0.01694,70.30778,71.49879
0.01695,70.3491,71.54151
0.01696,70.39042,71.58424
0.01697,70.43174,71.62696
0.01698,70.47305,71.66969
0.01699,70.51437,71.71241
0.017,70.55569,71.75514
0.01701,70.59701,71.79787
0.01702,70.63833,71.84059
0.01703,70.67965,71.88332
0.01704,70.72096,71.92605
0.01705,70.76228,71.96878
0.01706,70.8036,72.01151
0.01707,70.84492,72.05424
0.01708,70.88623,72.09697
0.01709,70.92755,72.1397
0.0171,70.96886,72.18243
0.01711,71.01019,72.22517
0.01712,71.0515,72.2679
0.01713,71.09282,72.31064
0.01714,71.13413,72.35337
0.01715,71.17545,72.39611
0.01716,71.21677,72.43884
0.01717,71.25808,72.48158
0.01718,71.29939,72.52431
0.01719,71.34071,72.56705
0.0172,71.38203,72.60979
0.01721,71.42334,72.65253
0.01722,71.46465,72.69527
0.01723,71.50597,72.73801
0.01724,71.54728,72.78075
0.01725,71.58859,72.8235
0.01726,71.62991,72.86624
0.01727,71.67122,72.90898
0.01728,71.71253,72.95173
0.01729,71.75385,72.99447
0.0173,71.79516,73.03722
0.01731,71.83647,73.07996
0.01732,71.87778,73.12271
0.01733,71.9191,73.16546
0.01734,71.96041,73.20821
0.01735,72.00172,73.25095
0.01736,72.04304,73.2937
0.01737,72.08434,73.33645
0.01738,72.12566,73.3792
0.01739,72.16697,73.42195
0.0174,72.20828,73.46471
0.01741,72.24959,73.50745
0.01742,72.2909,73.55021
0.01743,72.33221,73.59296
0.01744,72.37352,73.63571
0.01745,72.41483,73.67847
0.01746,72.45614,73.72122
0.01747,72.49745,73.76398
0.01748,72.53876,73.80674
0.01749,72.58007,73.84949
0.0175,72.62138,73.89225
0.01751,72.66269,73.93501
0.01752,72.70399,73.97777
0.01753,72.7453,74.02053
0.01754,72.78661,74.06329
